region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,source_file,week_start,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,b_vic,b_yam,h3n2v,a_h5,a_h1,a_unable_to_subtype
National,NA,2015,2,35598,NA,NA,24.2935,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-01-05,9,4586,3580,473,NA,NA,0,0,0,0
National,NA,2015,3,34194,NA,NA,23.3462,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-01-12,4,3918,3513,548,NA,NA,0,0,0,0
National,NA,2015,4,32003,NA,NA,21.5011,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-01-19,11,3475,2789,606,NA,NA,0,0,0,0
National,NA,2015,5,29581,NA,NA,19.0054,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-01-26,10,2719,2170,723,NA,NA,0,0,0,0
National,NA,2015,6,26994,NA,NA,15.5479,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-02-02,7,1746,1575,869,NA,NA,0,0,0,0
National,NA,2015,7,24293,NA,NA,13.8723,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-02-09,10,1242,1108,1010,NA,NA,0,0,0,0
National,NA,2015,8,22294,NA,NA,12.7344,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-02-16,18,954,740,1127,NA,NA,0,0,0,0
National,NA,2015,9,20420,NA,NA,13.1685,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-02-23,5,774,558,1352,NA,NA,0,0,0,0
National,NA,2015,10,19845,NA,NA,12.7337,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-03-02,8,458,405,1656,NA,NA,0,0,0,0
National,NA,2015,11,18419,NA,NA,11.9931,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-03-09,2,340,302,1565,NA,NA,0,0,0,0
National,NA,2015,12,16980,NA,NA,11.2485,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-03-16,7,227,197,1479,NA,NA,0,0,0,0
National,NA,2015,13,15125,NA,NA,11.0281,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-03-23,4,168,119,1377,NA,NA,0,0,0,0
National,NA,2015,14,14743,NA,NA,9.99797,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-03-30,8,87,107,1272,NA,NA,0,0,0,0
National,NA,2015,15,13389,NA,NA,8.41736,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-04-06,13,66,79,969,NA,NA,0,0,0,0
National,NA,2015,16,11873,NA,NA,6.51057,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-04-13,2,48,40,683,NA,NA,0,0,0,0
National,NA,2015,17,10770,NA,NA,5.66388,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-04-20,4,26,36,544,NA,NA,0,0,0,0
National,NA,2015,18,9784,NA,NA,5.38635,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-04-27,2,12,19,494,NA,NA,0,0,0,0
National,NA,2015,19,9188,NA,NA,4.17936,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-05-04,2,16,26,340,NA,NA,0,0,0,0
National,NA,2015,20,8412,NA,NA,3.66144,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-05-11,1,21,19,267,NA,NA,0,0,0,0
National,NA,2015,21,7748,NA,NA,2.91688,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-05-18,1,20,21,184,NA,NA,0,0,0,0
National,NA,2015,22,6993,NA,NA,2.7742,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-05-25,0,20,22,152,NA,NA,0,0,0,0
National,NA,2015,23,6725,NA,NA,2.64684,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-06-01,1,20,28,129,NA,NA,0,0,0,0
National,NA,2015,24,6133,NA,NA,2.4784,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-06-08,2,50,22,78,NA,NA,0,0,0,0
National,NA,2015,25,5558,NA,NA,2.17704,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-06-15,0,51,24,46,NA,NA,0,0,0,0
National,NA,2015,26,5248,NA,NA,2.45808,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-06-22,2,59,35,33,NA,NA,0,0,0,0
National,NA,2015,27,5260,NA,NA,1.88213,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-06-29,4,40,18,36,NA,NA,1,0,0,0
National,NA,2015,28,5039,NA,NA,1.70669,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-07-06,3,35,11,37,NA,NA,0,0,0,0
National,NA,2015,29,4811,NA,NA,1.51736,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-07-13,2,31,19,21,NA,NA,0,0,0,0
National,NA,2015,30,4785,NA,NA,1.5256,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-07-20,0,44,20,9,NA,NA,0,0,0,0
National,NA,2015,31,4790,NA,NA,1.94154,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-07-27,4,50,21,18,NA,NA,0,0,0,0
National,NA,2015,32,4910,NA,NA,1.64969,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-08-03,3,34,30,14,NA,NA,0,0,0,0
National,NA,2015,33,5170,NA,NA,1.89555,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-08-10,2,55,25,16,NA,NA,0,0,0,0
National,NA,2015,34,5381,NA,NA,1.85839,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-08-17,3,44,33,20,NA,NA,0,0,0,0
National,NA,2015,35,6115,NA,NA,2.2731,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-08-24,3,64,43,29,NA,NA,0,0,0,0
National,NA,2015,36,6786,NA,NA,2.18096,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-08-31,1,74,35,38,NA,NA,0,0,0,0
National,NA,2015,37,7694,NA,NA,2.57343,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-09-07,4,91,56,47,NA,NA,0,0,0,0
National,NA,2015,38,8855,NA,NA,1.88594,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-09-14,1,58,62,46,NA,NA,0,0,0,0
National,NA,2015,39,9876,NA,NA,2.04536,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,2015-09-21,7,77,59,59,NA,NA,0,0,0,0
National,NA,2015,40,1139,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-09-28,4,65,2,10,0,1,0,0,NA,NA
National,NA,2015,41,1152,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-10-05,5,41,2,7,3,0,0,0,NA,NA
National,NA,2015,42,1198,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-10-12,10,50,1,8,3,2,0,0,NA,NA
National,NA,2015,43,1244,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-10-19,9,31,4,9,1,4,0,0,NA,NA
National,NA,2015,44,1465,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-10-26,4,23,4,9,1,4,0,0,NA,NA
National,NA,2015,45,1393,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-11-02,11,34,1,10,4,2,0,0,NA,NA
National,NA,2015,46,1458,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-11-09,17,42,1,4,0,4,0,0,NA,NA
National,NA,2015,47,1157,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-11-16,17,24,0,4,3,9,0,0,NA,NA
National,NA,2015,48,1550,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-11-23,27,36,3,9,3,12,0,0,NA,NA
National,NA,2015,49,1518,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-11-30,38,37,3,11,2,11,0,0,NA,NA
National,NA,2015,50,1475,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-12-07,69,39,0,10,4,19,0,0,NA,NA
National,NA,2015,51,1245,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-12-14,89,33,1,12,3,28,0,0,NA,NA
National,NA,2015,52,1485,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2015-12-21,146,56,1,13,9,35,0,0,NA,NA
National,NA,2016,1,1841,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-01-04,232,68,2,14,12,52,0,0,NA,NA
National,NA,2016,2,1748,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-01-11,256,89,5,47,23,60,0,0,NA,NA
National,NA,2016,3,1946,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-01-18,361,100,13,45,25,83,0,0,NA,NA
National,NA,2016,4,2568,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-01-25,526,160,15,97,28,104,0,0,NA,NA
National,NA,2016,5,2727,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-02-01,672,171,13,98,62,143,0,0,NA,NA
National,NA,2016,6,3202,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-02-08,891,236,17,161,71,206,0,0,NA,NA
National,NA,2016,7,3898,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-02-15,1340,256,19,179,103,309,0,0,NA,NA
National,NA,2016,8,4551,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-02-22,1672,232,28,215,156,383,0,0,NA,NA
National,NA,2016,9,4687,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-02-29,1886,313,32,211,143,347,0,0,NA,NA
National,NA,2016,10,5095,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-03-07,2173,313,47,246,162,333,0,0,NA,NA
National,NA,2016,11,4111,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-03-14,1514,213,24,185,154,278,0,0,NA,NA
National,NA,2016,12,3357,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-03-21,1058,198,19,185,117,207,0,0,NA,NA
National,NA,2016,13,3071,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-03-28,807,180,33,208,127,211,0,0,NA,NA
National,NA,2016,14,2403,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-04-04,534,135,33,173,106,163,0,0,NA,NA
National,NA,2016,15,2090,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-04-11,383,117,16,148,88,162,0,0,NA,NA
National,NA,2016,16,1816,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-04-18,276,127,16,158,86,163,0,0,NA,NA
National,NA,2016,17,1491,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-04-25,167,98,5,94,78,119,0,0,NA,NA
National,NA,2016,18,1125,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-05-02,77,59,2,80,53,82,0,0,NA,NA
National,NA,2016,19,1019,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-05-09,53,62,2,53,36,71,0,0,NA,NA
National,NA,2016,20,816,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-05-16,35,77,4,44,14,50,0,0,NA,NA
National,NA,2016,21,639,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-05-23,16,44,2,30,22,32,0,0,NA,NA
National,NA,2016,22,482,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-05-30,4,13,1,24,14,35,0,0,NA,NA
National,NA,2016,23,464,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-06-06,5,15,1,14,6,17,0,0,NA,NA
National,NA,2016,24,424,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-06-13,7,18,0,6,6,10,0,0,NA,NA
National,NA,2016,25,320,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-06-20,5,22,0,10,9,11,0,0,NA,NA
National,NA,2016,26,325,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-06-27,3,18,3,4,6,9,0,0,NA,NA
National,NA,2016,27,271,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-07-04,2,18,0,5,5,9,0,0,NA,NA
National,NA,2016,28,291,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-07-11,1,21,1,3,2,11,0,0,NA,NA
National,NA,2016,29,297,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-07-18,2,18,1,4,0,10,0,0,NA,NA
National,NA,2016,30,298,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-07-25,2,38,0,2,2,10,1,0,NA,NA
National,NA,2016,31,351,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-08-01,1,45,2,0,1,4,3,0,NA,NA
National,NA,2016,32,351,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-08-08,6,28,0,1,3,12,10,0,NA,NA
National,NA,2016,33,376,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-08-15,1,29,0,3,1,7,4,0,NA,NA
National,NA,2016,34,364,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-08-22,5,28,0,2,2,6,0,0,NA,NA
National,NA,2016,35,408,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-08-29,7,33,0,5,4,2,0,0,NA,NA
National,NA,2016,36,400,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-09-05,3,45,0,6,1,3,0,0,NA,NA
National,NA,2016,37,553,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-09-12,8,55,2,10,4,6,0,0,NA,NA
National,NA,2016,38,622,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-09-19,6,77,0,8,3,5,0,0,NA,NA
National,NA,2016,39,696,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-09-26,5,73,1,5,11,0,0,0,NA,NA
National,NA,2016,40,898,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-10-03,9,87,0,1,5,4,0,0,NA,NA
National,NA,2016,41,970,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-10-10,11,81,0,3,7,6,0,0,NA,NA
National,NA,2016,42,1140,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-10-17,12,134,2,1,8,10,0,0,NA,NA
National,NA,2016,43,1168,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-10-24,13,130,1,6,3,3,0,0,NA,NA
National,NA,2016,44,1296,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-10-31,12,122,3,3,10,7,0,0,NA,NA
National,NA,2016,45,1275,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-11-07,5,155,1,5,6,1,0,0,NA,NA
National,NA,2016,46,1351,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-11-14,9,189,2,13,7,1,0,0,NA,NA
National,NA,2016,47,1098,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-11-21,5,164,14,10,4,3,0,0,NA,NA
National,NA,2016,48,1713,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-11-28,13,318,11,18,17,5,0,0,NA,NA
National,NA,2016,49,1880,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-12-05,14,479,3,3,20,7,0,0,NA,NA
National,NA,2016,50,2244,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-12-12,18,750,9,16,27,18,0,0,NA,NA
National,NA,2016,51,2505,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-12-19,29,1016,11,16,38,28,0,0,NA,NA
National,NA,2016,52,3287,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2016-12-26,32,1676,31,13,59,37,0,0,NA,NA
National,NA,2017,1,3932,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-01-02,53,2067,13,19,47,60,0,0,NA,NA
National,NA,2017,2,4348,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-01-09,49,2210,30,25,49,76,0,0,NA,NA
National,NA,2017,3,4278,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-01-16,57,2253,24,26,69,104,0,0,NA,NA
National,NA,2017,4,4568,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-01-23,47,2431,29,30,71,123,0,0,NA,NA
National,NA,2017,5,5086,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-01-30,51,2596,30,50,96,182,0,0,NA,NA
National,NA,2017,6,5521,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-02-06,71,2975,23,47,126,240,0,0,NA,NA
National,NA,2017,7,5335,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-02-13,68,2617,17,104,152,300,0,0,NA,NA
National,NA,2017,8,5065,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-02-20,87,2364,12,89,159,357,0,0,NA,NA
National,NA,2017,9,3995,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-02-27,54,1492,13,102,149,358,0,0,NA,NA
National,NA,2017,10,3625,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-03-06,50,1256,15,107,138,389,0,0,NA,NA
National,NA,2017,11,3238,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-03-13,28,909,11,124,141,440,0,0,NA,NA
National,NA,2017,12,3212,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-03-20,31,843,4,124,193,523,0,0,NA,NA
National,NA,2017,13,3049,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-03-27,27,655,3,218,143,576,0,0,NA,NA
National,NA,2017,14,2308,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-04-03,17,374,4,133,117,450,0,0,NA,NA
National,NA,2017,15,1719,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-04-10,5,221,1,81,66,383,0,0,NA,NA
National,NA,2017,16,1549,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-04-17,11,144,2,81,54,250,0,0,NA,NA
National,NA,2017,17,1304,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-04-24,7,133,2,49,51,181,0,0,NA,NA
National,NA,2017,18,1044,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-05-01,5,83,2,41,31,131,0,0,NA,NA
National,NA,2017,19,889,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-05-08,3,97,2,36,38,117,0,0,NA,NA
National,NA,2017,20,788,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-05-15,5,63,1,33,33,114,0,0,NA,NA
National,NA,2017,21,640,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-05-22,6,41,0,23,26,80,0,0,NA,NA
National,NA,2017,22,550,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-05-29,1,39,0,17,51,60,0,0,NA,NA
National,NA,2017,23,457,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-06-05,5,33,0,19,22,63,0,0,NA,NA
National,NA,2017,24,398,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-06-12,8,43,1,9,11,45,0,0,NA,NA
National,NA,2017,25,388,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-06-19,5,40,0,8,11,31,0,0,NA,NA
National,NA,2017,26,361,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-06-26,5,39,1,7,4,21,0,0,NA,NA
National,NA,2017,27,295,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-07-03,10,29,0,4,7,7,0,0,NA,NA
National,NA,2017,28,347,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-07-10,4,31,0,11,5,9,2,0,NA,NA
National,NA,2017,29,354,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-07-17,8,26,0,9,0,7,9,0,NA,NA
National,NA,2017,30,367,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-07-24,7,31,4,3,1,21,0,0,NA,NA
National,NA,2017,31,385,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-07-31,8,41,0,3,0,8,5,0,NA,NA
National,NA,2017,32,373,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-08-07,6,42,1,7,0,20,1,0,NA,NA
National,NA,2017,33,353,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-08-14,5,32,3,1,0,9,0,0,NA,NA
National,NA,2017,34,410,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-08-21,6,54,2,10,1,9,0,0,NA,NA
National,NA,2017,35,486,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-08-28,18,64,1,7,0,0,0,0,NA,NA
National,NA,2017,36,469,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-09-04,12,105,2,3,0,13,0,0,NA,NA
National,NA,2017,37,719,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-09-11,8,109,0,14,2,17,0,0,NA,NA
National,NA,2017,38,830,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-09-18,2,101,3,10,1,18,17,0,NA,NA
National,NA,2017,39,961,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-09-25,10,119,1,3,0,10,24,0,NA,NA
National,NA,2017,40,1041,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-10-02,13,123,3,5,0,16,1,0,NA,NA
National,NA,2017,41,1079,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-10-09,14,143,8,6,4,13,0,0,NA,NA
National,NA,2017,42,1234,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-10-16,14,173,0,2,1,11,0,0,NA,NA
National,NA,2017,43,1473,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-10-23,26,180,24,13,1,21,0,0,NA,NA
National,NA,2017,44,1591,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-10-30,24,249,15,17,3,36,0,0,NA,NA
National,NA,2017,45,1554,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-11-06,29,315,1,12,4,33,0,0,NA,NA
National,NA,2017,46,1876,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-11-13,56,405,2,29,5,61,0,0,NA,NA
National,NA,2017,47,1611,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-11-20,41,490,2,10,5,60,0,0,NA,NA
National,NA,2017,48,2369,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-11-27,61,787,11,20,8,108,1,0,NA,NA
National,NA,2017,49,2785,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-12-04,72,1055,4,31,16,103,0,0,NA,NA
National,NA,2017,50,3558,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-12-11,137,1515,11,39,36,174,0,0,NA,NA
National,NA,2017,51,4815,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-12-18,240,2491,19,78,39,258,0,0,NA,NA
National,NA,2017,52,5424,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2017-12-25,279,2984,29,100,35,372,0,0,NA,NA
National,NA,2018,1,6410,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-01-01,320,3295,39,165,45,463,0,0,NA,NA
National,NA,2018,2,6919,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-01-08,393,3336,70,163,42,534,0,0,NA,NA
National,NA,2018,3,6293,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-01-15,406,2727,50,189,47,536,0,0,NA,NA
National,NA,2018,4,6923,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-01-22,540,2749,38,231,58,718,0,0,NA,NA
National,NA,2018,5,7056,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-01-29,542,2494,41,306,91,804,0,0,NA,NA
National,NA,2018,6,6492,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-02-05,544,2040,32,329,113,931,0,0,NA,NA
National,NA,2018,7,5508,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-02-12,495,1511,24,251,115,931,0,0,NA,NA
National,NA,2018,8,4546,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-02-19,306,1073,19,245,116,891,0,0,NA,NA
National,NA,2018,9,3580,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-02-26,246,588,12,204,88,699,0,0,NA,NA
National,NA,2018,10,3057,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-03-05,144,411,25,172,88,646,0,0,NA,NA
National,NA,2018,11,2529,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-03-12,188,277,25,174,70,542,0,0,NA,NA
National,NA,2018,12,2248,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-03-19,120,234,10,129,52,467,0,0,NA,NA
National,NA,2018,13,1965,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-03-26,132,220,8,107,62,455,0,0,NA,NA
National,NA,2018,14,1906,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-04-02,120,163,7,72,54,405,0,0,NA,NA
National,NA,2018,15,1481,NA,NA,NA,NA,NA,ICL_NREVSS_Public_Health_Labs.csv,2018-04-09,101,102,2,54,40,297,0,0,NA,NA
